pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
6.72,2.03,1.5,6.74,905.96,TRUE
7.35,2.39,1.27,6.64,342.72,TRUE
7.92,3.37,2.55,6.56,576.35,TRUE
7.77,4.73,2.03,6.75,753.54,TRUE
6.96,2.36,2.09,6.66,689.36,TRUE
8.03,3.01,3.87,7.59,963.89,TRUE
7.47,3.67,2.62,7.26,909.48,TRUE
8.01,1.06,3.11,7.13,1165.08,TRUE
7.06,1.37,3.65,6.59,1123.13,TRUE
7.34,2.2,3.7,7.9,48.64,TRUE
8.4,1.55,3.51,7.7,1071.36,TRUE
7.48,1.86,0.2,7.01,366.72,TRUE
6.88,2.28,1.64,7.28,434.97,TRUE
7.52,2.91,3.99,7.09,644.58,TRUE
6.91,2.22,3.01,6.73,661.97,TRUE
7.13,1.46,2.07,7.44,658.06,TRUE
6.56,4.06,3.08,6.57,190.34,TRUE
7.41,3.95,3.57,7.08,1185.62,TRUE
7.95,4.74,2.42,6.74,299.07,TRUE
8.45,3.78,2.74,7.59,322.57,TRUE
6.51,4.53,2.83,7.83,54.13,TRUE
8.28,2.91,1.46,6.87,765.44,TRUE
7.47,4.08,2.86,7.99,1064.53,TRUE
7.47,1.22,2.03,7.74,813.66,TRUE
7.1,4.74,0.41,7.83,823.35,TRUE
8.28,1.36,1.1,6.67,203.7,TRUE
7.21,1.03,2.83,7.7,55.62,TRUE
7.93,2.38,1.24,6.98,969.78,TRUE
7.21,1.59,2.79,6.58,420.59,TRUE
8.3,1.71,3.72,6.61,180.55,TRUE
6.71,2.55,2.71,6.64,352.05,TRUE
7.03,3.2,2.87,6.86,396.1,TRUE
8.0,4.1,0.06,7.72,109.92,TRUE
7.71,2.53,2.88,7.62,75.4,TRUE
8.04,4.26,2.03,6.56,1134.43,TRUE
7.52,1.17,2.78,6.53,408.38,TRUE
7.11,3.63,1.46,7.59,599.92,TRUE
7.35,4.72,0.39,7.85,125.25,TRUE
6.83,3.62,2.19,7.09,218.69,TRUE
6.93,3.37,1.67,6.64,11.84,TRUE
7.26,1.81,0.52,7.37,662.62,TRUE
6.68,3.72,3.25,7.8,975.03,TRUE
7.99,4.67,0.29,7.31,1135.61,TRUE
7.01,2.4,0.65,7.58,906.53,TRUE
6.98,2.42,2.01,7.14,374.22,TRUE
7.6,4.51,1.29,6.63,696.32,TRUE
7.17,1.42,2.22,7.39,217.58,TRUE
7.29,1.98,1.89,7.83,659.23,TRUE
6.54,3.05,3.96,7.57,865.8,TRUE
7.42,2.8,3.05,7.38,49.88,TRUE
8.44,4.37,0.27,6.99,278.77,TRUE
7.77,1.07,1.4,6.92,840.63,TRUE
8.1,3.09,0.47,7.75,325.62,TRUE
8.26,1.42,3.21,7.32,852.99,TRUE
8.36,4.86,1.61,7.47,92.07,TRUE
6.64,2.61,0.54,7.38,92.01,TRUE
7.77,4.36,0.63,7.81,806.51,TRUE
8.29,2.07,2.01,7.64,222.62,TRUE
7.23,4.07,0.3,6.74,137.63,TRUE
7.43,3.75,1.12,6.94,385.32,TRUE
8.06,3.11,0.02,7.01,599.63,TRUE
7.02,4.51,2.41,6.75,195.39,TRUE
7.79,1.81,1.73,6.9,365.88,TRUE
7.89,2.86,2.28,6.82,868.32,TRUE
7.04,1.25,2.66,7.42,204.87,TRUE
7.99,2.44,2.38,7.53,408.53,TRUE
6.51,1.96,2.82,7.64,320.6,TRUE
8.42,2.2,1.79,7.18,836.57,TRUE
7.1,4.82,1.74,6.9,600.08,TRUE
6.98,3.61,1.62,7.6,957.87,TRUE
6.58,3.66,3.52,7.73,169.03,TRUE
8.05,3.85,3.73,6.95,1174.13,TRUE
7.0,3.09,1.51,6.98,166.87,TRUE
8.2,4.96,2.54,7.35,72.22,TRUE
6.73,4.22,0.38,6.73,960.09,TRUE
6.67,1.79,2.75,7.09,1075.66,TRUE
8.1,2.59,0.13,7.52,727.9,TRUE
6.71,2.98,1.65,7.6,862.63,TRUE
8.29,3.55,2.99,6.84,904.73,TRUE
7.82,2.0,2.41,6.99,96.14,TRUE
6.97,1.53,1.45,6.86,254.25,TRUE
7.04,2.2,0.59,6.53,176.16,TRUE
6.88,2.61,2.63,7.65,979.03,TRUE
6.89,4.05,1.51,7.16,814.64,TRUE
6.77,4.99,2.14,7.08,748.12,TRUE
7.4,2.01,3.74,7.48,42.6,TRUE
8.02,2.79,0.59,7.77,796.54,TRUE
8.45,4.51,1.19,7.73,605.86,TRUE
7.3,3.55,1.02,7.45,1172.94,TRUE
7.99,1.77,3.98,6.92,677.21,TRUE
7.42,4.28,2.68,7.98,998.27,TRUE
8.35,1.94,0.21,6.92,250.94,TRUE
8.47,2.84,1.1,7.63,179.72,TRUE
6.99,4.25,1.67,7.91,498.09,TRUE
6.89,3.94,3.12,7.73,622.5,TRUE
7.95,1.37,1.48,6.78,52.34,TRUE
7.95,3.12,3.53,7.57,630.01,TRUE
8.49,4.64,3.8,6.75,378.55,TRUE
6.57,4.01,0.47,6.57,845.15,TRUE
8.43,1.79,2.05,7.4,166.39,TRUE
7.49,2.24,3.17,6.81,265.85,TRUE
7.32,2.35,0.99,6.66,241.76,TRUE
8.41,2.87,3.76,6.96,586.57,TRUE
7.59,4.04,3.94,6.57,421.59,TRUE
8.28,4.05,2.74,7.45,455.01,TRUE
7.67,4.04,1.37,7.62,765.68,TRUE
6.61,2.16,0.43,6.59,329.75,TRUE
6.55,3.68,3.52,7.14,208.29,TRUE
7.13,1.04,2.56,7.49,598.13,TRUE
7.84,1.61,3.16,7.11,95.85,TRUE
6.99,3.85,0.87,7.03,79.12,TRUE
6.82,1.01,3.91,6.77,1153.59,TRUE
7.37,1.03,2.09,7.4,1.41,TRUE
7.35,4.36,1.48,6.65,1103.39,TRUE
7.66,4.7,0.13,6.57,649.4,TRUE
7.42,1.93,3.67,6.79,234.79,TRUE
7.09,2.22,0.58,7.11,806.2,TRUE
8.0,4.06,1.58,7.2,88.98,TRUE
6.85,2.27,2.17,6.53,13.29,TRUE
8.01,3.01,3.33,7.57,575.43,TRUE
8.2,4.48,0.3,6.97,820.58,TRUE
6.7,1.39,1.0,7.96,204.98,TRUE
7.27,3.13,0.46,7.73,191.53,TRUE
7.63,1.88,3.2,6.57,113.0,TRUE
6.9,3.21,2.13,6.86,61.8,TRUE
8.19,4.57,3.73,6.84,279.97,TRUE
6.71,2.48,3.24,7.08,1086.3,TRUE
8.36,2.94,0.83,6.83,1073.32,TRUE
7.6,4.2,0.92,6.74,39.17,TRUE
8.07,2.72,0.36,7.6,763.08,TRUE
7.7,1.55,0.03,7.68,919.27,TRUE
8.41,1.95,1.12,7.25,469.66,TRUE
8.36,2.97,1.72,7.91,281.38,TRUE
7.38,4.89,1.3,6.93,1054.78,TRUE
6.67,2.59,1.5,7.71,869.87,TRUE
6.98,1.24,1.84,6.66,666.13,TRUE
8.28,1.75,2.51,7.69,537.17,TRUE
6.97,1.57,1.93,7.48,757.49,TRUE
7.05,4.4,2.99,6.62,1079.07,TRUE
8.1,4.28,0.24,7.69,69.69,TRUE
8.39,2.49,2.6,6.83,252.3,TRUE
7.7,4.07,2.57,7.4,895.65,TRUE
7.27,3.47,1.29,7.02,632.4,TRUE
8.03,1.95,3.97,7.37,90.32,TRUE
7.69,4.5,1.14,8.0,648.48,TRUE
6.99,1.48,0.68,6.6,328.77,TRUE
6.78,3.5,1.89,7.96,132.06,TRUE
6.61,3.47,1.21,6.67,583.03,TRUE
8.06,2.35,2.78,7.84,140.15,TRUE
7.54,4.83,1.93,7.79,494.81,TRUE
7.11,3.48,1.21,7.49,937.22,TRUE
7.75,2.33,1.43,7.2,798.97,TRUE
7.34,1.81,2.92,6.75,929.63,TRUE
6.51,4.61,3.13,7.42,58.81,TRUE
7.42,4.61,2.87,7.05,398.57,TRUE
7.35,4.15,3.5,7.74,1122.48,TRUE
7.15,4.56,3.76,7.98,617.67,TRUE
7.29,3.52,1.35,6.6,1132.5,TRUE
6.55,4.79,2.11,7.15,599.46,TRUE
7.48,4.95,0.36,6.71,467.18,TRUE
7.22,2.58,0.52,7.04,952.33,TRUE
7.51,4.1,0.35,7.98,699.08,TRUE
8.42,3.44,2.12,7.85,915.24,TRUE
6.62,2.42,2.84,7.01,1005.61,TRUE
7.96,3.05,0.42,6.81,461.28,TRUE
8.06,4.49,2.19,7.66,619.44,TRUE
8.42,2.51,1.84,7.74,869.24,TRUE
7.56,4.47,2.75,6.89,683.42,TRUE
6.84,1.03,0.9,7.12,1120.81,TRUE
7.03,1.37,1.17,8.0,1198.46,TRUE
8.15,4.88,2.85,7.26,872.95,TRUE
8.06,2.68,1.31,7.56,873.58,TRUE
6.74,4.15,1.08,7.18,60.3,TRUE
7.19,2.51,1.63,7.21,417.0,TRUE
6.67,1.82,1.63,7.37,105.16,TRUE
8.49,4.93,2.27,7.03,1016.46,TRUE
7.18,3.89,3.71,6.55,1034.63,TRUE
6.76,1.44,1.27,7.4,758.36,TRUE
7.03,4.1,3.67,7.58,235.28,TRUE
6.55,3.12,3.85,7.59,96.51,TRUE
7.01,4.37,3.82,7.09,733.82,TRUE
7.26,3.86,2.8,6.57,28.19,TRUE
8.15,2.49,0.26,6.97,1193.49,TRUE
7.73,1.63,1.1,7.75,439.61,TRUE
7.77,3.49,0.61,7.08,19.42,TRUE
7.6,1.7,2.09,7.61,1110.71,TRUE
7.84,1.54,0.71,6.85,874.12,TRUE
8.18,1.68,1.07,6.92,387.63,TRUE
7.53,1.13,3.17,6.86,344.49,TRUE
6.86,4.16,1.28,7.52,835.95,TRUE
7.15,3.08,3.73,6.65,813.92,TRUE
7.57,1.49,3.26,6.5,893.48,TRUE
6.73,3.87,1.51,7.01,70.56,TRUE
6.95,2.69,2.09,7.89,994.71,TRUE
7.83,1.87,2.23,7.05,949.49,TRUE
8.02,4.66,2.28,6.87,620.8,TRUE
7.89,4.5,1.39,7.49,989.8,TRUE
7.8,3.91,2.75,7.23,1108.5,TRUE
6.53,3.55,2.23,7.43,790.49,TRUE
8.45,2.42,3.09,6.68,210.99,TRUE
6.72,2.49,1.46,7.38,826.33,TRUE
7.87,4.73,2.18,7.41,150.96,TRUE
7.4,1.23,2.71,7.13,1141.42,TRUE
7.58,2.97,0.5,6.71,877.04,TRUE
6.79,2.51,1.39,7.15,666.16,TRUE
7.63,3.7,0.9,7.73,764.02,TRUE
7.65,4.12,0.21,6.77,413.72,TRUE
8.1,3.98,3.87,6.52,784.65,TRUE
8.41,2.77,2.3,7.15,33.48,TRUE
7.27,2.07,1.19,6.72,584.98,TRUE
8.43,1.79,2.2,6.98,979.27,TRUE
7.54,1.72,0.85,7.52,4.58,TRUE
7.83,4.33,3.05,6.65,1035.77,TRUE
8.16,2.29,0.5,7.96,444.2,TRUE
7.62,2.33,3.47,6.59,1132.32,TRUE
8.29,3.39,3.9,6.62,784.36,TRUE
8.34,3.72,3.22,7.4,54.13,TRUE
7.2,1.47,3.54,7.99,872.34,TRUE
8.16,2.84,0.25,6.74,769.3,TRUE
8.3,3.48,3.1,7.46,693.95,TRUE
6.52,3.93,0.51,6.91,450.41,TRUE
6.74,3.81,3.17,6.95,1160.6,TRUE
7.52,3.48,1.93,6.55,865.22,TRUE
6.63,1.13,3.82,7.89,1118.39,TRUE
6.57,4.89,1.84,7.69,307.51,TRUE
8.42,4.9,1.52,7.4,800.32,TRUE
8.25,4.22,0.85,6.53,97.36,TRUE
7.47,3.09,3.94,6.8,77.58,TRUE
8.34,1.74,3.08,6.8,71.63,TRUE
7.48,1.01,0.66,7.0,1117.69,TRUE
7.36,2.72,3.67,7.57,932.4,TRUE
6.76,3.03,1.59,6.96,686.42,TRUE
7.81,3.29,3.16,7.55,815.86,TRUE
6.76,2.97,0.8,6.97,328.41,TRUE
7.45,3.56,2.13,7.18,1112.03,TRUE
7.93,2.69,1.47,6.73,1034.21,TRUE
8.42,2.08,2.69,6.78,368.86,TRUE
6.63,2.64,2.59,7.33,1041.38,TRUE
6.5,4.27,1.7,6.55,1153.21,TRUE
7.04,4.91,1.87,6.78,496.89,TRUE
7.72,3.93,2.94,7.69,953.66,TRUE
7.09,1.81,2.47,6.77,516.81,TRUE
7.95,4.85,1.99,7.22,81.87,TRUE
6.88,1.89,1.98,6.51,1012.21,TRUE
7.79,2.65,1.21,6.89,465.04,TRUE
7.75,1.84,3.05,7.14,644.08,TRUE
7.48,1.9,0.98,6.58,1161.9,TRUE
7.57,2.55,3.96,7.45,314.78,TRUE
6.85,4.01,1.03,6.57,359.72,TRUE
7.8,2.26,3.57,7.39,734.68,TRUE
8.32,3.04,1.43,7.07,389.45,TRUE
7.02,2.2,3.64,7.95,965.8,TRUE
7.91,2.52,2.45,7.42,55.09,TRUE
7.9,2.88,3.5,7.76,624.6,TRUE
6.71,1.35,0.25,7.78,1167.19,TRUE
7.6,4.55,1.21,6.52,66.84,TRUE
7.33,4.63,1.94,7.8,168.97,TRUE
7.23,2.36,1.69,6.94,726.09,TRUE
7.66,4.34,2.54,7.23,1070.53,TRUE
7.17,1.51,1.37,7.67,503.25,TRUE
8.05,2.91,2.3,7.96,453.89,TRUE
6.86,2.09,2.91,7.64,332.12,TRUE
7.42,1.91,3.54,7.01,834.49,TRUE
7.66,1.57,0.02,6.71,126.36,TRUE
8.01,1.13,0.36,7.39,535.42,TRUE
8.19,1.26,0.89,6.96,1011.82,TRUE
8.37,3.15,0.5,6.52,210.17,TRUE
7.07,4.57,1.78,7.78,38.14,TRUE
6.96,1.08,2.09,6.77,225.4,TRUE
7.38,4.41,1.13,7.58,935.42,TRUE
8.3,4.33,0.7,6.52,679.56,TRUE
6.57,2.69,3.62,7.63,300.1,TRUE
6.61,2.64,1.26,6.68,864.65,TRUE
7.9,2.38,2.11,7.07,580.37,TRUE
8.19,2.67,3.45,7.86,300.13,TRUE
6.94,4.81,0.28,7.2,121.69,TRUE
7.53,2.47,1.96,6.59,696.08,TRUE
7.07,2.67,2.53,7.42,882.91,TRUE
7.2,3.97,2.51,7.36,386.66,TRUE
7.2,3.38,3.63,7.42,1038.43,TRUE
6.98,2.31,3.42,7.24,264.76,TRUE
7.06,3.93,2.47,7.11,272.63,TRUE
6.73,1.46,3.43,7.17,27.58,TRUE
7.2,3.39,1.93,7.55,771.28,TRUE
8.47,4.26,3.98,7.62,912.47,TRUE
8.37,3.39,2.93,6.54,442.06,TRUE
6.6,1.27,0.28,7.13,510.45,TRUE
7.34,2.33,3.31,7.28,274.92,TRUE
7.99,2.82,1.03,6.59,118.08,TRUE
7.54,1.11,3.79,7.42,13.44,TRUE
6.56,2.02,1.57,7.51,1001.2,TRUE
7.98,3.98,3.07,7.51,948.84,TRUE
7.52,1.64,0.5,7.02,731.2,TRUE
8.49,4.56,1.86,7.99,14.1,TRUE
7.13,4.41,2.38,7.85,1011.8,TRUE
6.77,4.87,1.74,7.38,893.45,TRUE
7.16,3.35,0.38,6.65,896.67,TRUE
6.56,2.38,3.08,7.06,826.04,TRUE
8.47,1.26,3.57,7.88,665.9,TRUE
7.35,1.65,2.29,7.05,956.8,TRUE
8.45,3.83,0.56,7.72,1060.85,TRUE
7.59,4.67,0.28,7.34,706.79,TRUE
8.18,1.91,0.89,7.95,1051.42,TRUE
8.09,4.76,3.07,7.69,1105.58,TRUE
7.18,3.94,3.56,7.72,994.79,TRUE
8.1,3.22,2.75,7.59,589.73,TRUE
7.39,2.0,3.61,6.88,656.13,TRUE
8.01,3.32,0.61,7.58,208.54,TRUE
8.43,3.42,3.42,6.93,207.23,TRUE
7.65,2.57,2.62,7.15,55.22,TRUE
7.3,3.29,1.23,6.99,529.67,TRUE
8.09,4.94,1.98,6.65,631.56,TRUE
7.31,4.76,0.33,7.41,47.88,TRUE
8.04,4.63,3.84,7.9,828.51,TRUE
6.62,4.64,3.43,6.68,465.19,TRUE
8.41,3.16,0.35,7.27,424.97,TRUE
7.66,4.96,3.5,7.8,1048.14,TRUE
7.25,3.07,2.19,6.96,117.46,TRUE
7.1,1.71,1.83,6.6,1125.98,TRUE
8.17,1.55,2.9,7.32,1075.63,TRUE
7.54,1.86,2.04,6.84,866.42,TRUE
8.26,4.55,2.58,6.7,1016.61,TRUE
7.6,4.74,2.05,7.55,1000.77,TRUE
8.48,1.98,1.2,7.38,320.06,TRUE
6.99,4.12,0.63,6.66,925.32,TRUE
7.6,1.49,2.4,6.52,633.2,TRUE
7.05,2.72,3.97,6.92,262.14,TRUE
8.11,1.56,1.41,7.36,1001.19,TRUE
6.76,3.9,3.45,7.59,81.66,TRUE
7.84,3.76,0.36,6.98,762.34,TRUE
8.27,3.63,2.86,6.55,806.06,TRUE
8.36,1.95,2.58,7.85,1019.38,TRUE
7.44,2.92,0.41,7.08,534.47,TRUE
7.39,2.38,1.55,6.88,681.7,TRUE
6.94,1.85,1.45,6.75,684.61,TRUE
7.77,1.14,2.91,7.69,857.87,TRUE
6.7,4.3,0.56,7.38,816.63,TRUE
6.68,4.02,3.83,6.51,492.63,TRUE
7.32,4.99,2.59,7.07,798.4,TRUE
7.16,4.11,3.44,7.52,265.1,TRUE
7.76,1.74,2.6,7.01,367.73,TRUE
7.77,2.23,2.76,7.45,478.66,TRUE
6.81,1.68,0.56,7.23,429.35,TRUE
6.58,3.71,1.94,6.7,554.4,TRUE
8.31,4.85,3.64,6.9,1145.59,TRUE
6.93,2.89,0.56,7.43,496.44,TRUE
7.58,2.35,0.76,6.81,362.29,TRUE
6.71,3.02,3.12,7.39,311.02,TRUE
6.61,3.95,0.3,7.79,1149.78,TRUE
7.1,3.81,3.5,7.55,558.4,TRUE
6.96,4.2,2.09,7.89,1063.28,TRUE
7.26,4.89,3.44,7.41,875.79,TRUE
8.11,3.55,1.07,7.76,334.74,TRUE
7.9,4.35,2.05,6.58,959.11,TRUE
7.4,1.48,0.68,6.85,836.74,TRUE
7.67,1.82,1.52,7.43,348.76,TRUE
7.82,3.34,1.04,6.69,117.92,TRUE
6.71,1.18,3.18,7.55,68.36,TRUE
8.23,4.7,1.61,7.91,369.87,TRUE
7.44,4.79,1.58,6.82,194.74,TRUE
8.04,1.45,1.49,7.87,178.78,TRUE
8.44,1.82,0.3,7.21,951.81,TRUE
6.73,4.47,0.93,6.92,144.43,TRUE
6.83,2.95,2.9,7.82,471.66,TRUE
7.41,2.42,0.67,7.54,959.5,TRUE
7.29,1.8,3.85,7.73,691.38,TRUE
7.06,4.22,0.09,6.9,250.49,TRUE
7.96,1.86,1.47,6.52,725.84,TRUE
7.33,4.0,3.9,7.94,976.77,TRUE
7.72,3.86,2.91,6.86,860.13,TRUE
8.29,3.34,2.94,7.66,734.45,TRUE
7.39,3.68,1.93,6.98,280.32,TRUE
7.37,2.9,3.56,7.25,1114.77,TRUE
8.08,1.59,2.44,6.61,877.4,TRUE
8.2,1.03,1.83,7.49,1177.18,TRUE
7.65,4.72,0.72,7.84,207.01,TRUE
7.43,2.22,0.17,7.71,632.34,TRUE
7.31,1.21,0.93,6.55,1190.85,TRUE
8.4,3.14,3.06,6.61,590.19,TRUE
6.53,4.61,3.58,7.42,186.03,TRUE
7.34,3.44,0.21,7.52,551.62,TRUE
7.17,1.66,3.98,7.48,68.07,TRUE
8.39,3.78,3.61,7.22,757.44,TRUE
6.85,4.29,0.73,6.57,487.7,TRUE
7.41,2.39,3.16,7.27,808.79,TRUE
7.98,1.42,3.8,7.52,348.47,TRUE
7.7,1.73,3.49,7.86,876.74,TRUE
7.98,4.95,3.7,7.39,884.92,TRUE
6.53,4.97,3.14,7.58,890.92,TRUE
6.71,1.81,2.08,7.05,860.2,TRUE
8.46,1.23,0.25,7.84,25.09,TRUE
7.34,1.43,1.31,6.58,393.09,TRUE
7.87,1.66,2.57,6.7,1056.96,TRUE
7.65,2.5,0.52,7.25,925.75,TRUE
7.82,3.41,3.34,7.45,719.3,TRUE
7.66,4.96,1.42,6.71,628.22,TRUE
6.68,4.3,2.15,7.04,84.0,TRUE
8.22,4.38,2.75,7.96,272.06,TRUE
7.6,3.99,0.35,6.9,1057.68,TRUE
6.76,2.73,0.02,7.46,974.04,TRUE
8.08,4.03,3.76,7.02,982.82,TRUE
6.52,3.62,2.51,7.93,630.82,TRUE
7.55,3.64,0.84,6.51,916.51,TRUE
6.59,1.89,2.14,6.96,1160.86,TRUE
7.45,2.13,1.31,6.74,948.39,TRUE
7.68,2.45,2.81,7.75,1126.89,TRUE
6.62,2.18,3.94,6.63,777.01,TRUE
7.02,2.03,2.84,6.97,29.78,TRUE
7.21,2.65,2.1,7.28,917.17,TRUE
7.12,4.9,3.2,6.73,428.09,TRUE
6.73,2.23,2.18,7.86,1114.61,TRUE
7.01,2.38,0.59,7.18,1083.53,TRUE
7.14,3.13,3.35,7.92,1036.82,TRUE
7.47,1.54,0.76,7.85,473.87,TRUE
8.21,2.8,2.19,7.55,271.1,TRUE
6.98,3.51,1.82,6.5,859.04,TRUE
7.98,2.49,2.28,7.62,1062.23,TRUE
8.31,3.38,2.67,7.8,1078.83,TRUE
7.05,2.98,3.93,7.32,288.4,TRUE
8.4,1.41,3.77,6.87,365.52,TRUE
6.98,2.73,3.52,7.91,568.35,TRUE
8.07,4.22,1.35,6.83,1179.16,TRUE
8.04,4.53,0.54,6.96,587.27,TRUE
8.31,2.56,0.7,6.56,961.79,TRUE
6.95,3.38,1.23,7.33,371.11,TRUE
7.24,2.93,3.46,7.78,773.24,TRUE
7.9,3.2,2.26,6.66,334.19,TRUE
7.33,4.86,0.31,7.73,542.62,TRUE
6.92,2.9,0.81,6.79,312.22,TRUE
8.04,1.76,2.83,7.06,177.34,TRUE
7.09,3.02,0.27,7.3,617.54,TRUE
7.91,4.58,2.82,7.29,653.05,TRUE
6.58,2.55,0.02,7.99,957.2,TRUE
7.89,3.34,1.61,7.26,255.92,TRUE
6.77,2.03,1.76,7.08,683.63,TRUE
7.32,1.14,1.14,7.74,964.34,TRUE
6.54,4.66,1.09,7.77,471.33,TRUE
8.13,4.89,0.69,7.4,1172.26,TRUE
7.79,2.85,1.86,6.85,962.48,TRUE
7.11,3.73,2.07,7.43,99.46,TRUE
7.32,1.57,3.54,6.62,477.71,TRUE
8.46,1.13,1.15,7.74,277.06,TRUE
7.31,4.64,2.09,7.91,459.83,TRUE
7.1,1.64,3.33,7.43,642.36,TRUE
7.95,1.5,0.58,7.59,962.54,TRUE
7.54,2.2,2.73,7.5,71.4,TRUE
7.32,3.69,0.16,7.75,198.93,TRUE
6.87,2.55,3.55,7.87,171.79,TRUE
8.06,4.28,2.94,7.76,550.75,TRUE
6.96,2.45,0.44,7.42,245.53,TRUE
6.51,2.98,0.71,7.72,226.47,TRUE
8.01,2.74,2.03,7.99,442.64,TRUE
6.9,4.48,0.07,6.55,719.97,TRUE
6.5,2.85,3.66,6.92,178.87,TRUE
8.49,4.76,0.53,6.95,141.64,TRUE
7.94,1.4,2.23,7.06,21.25,TRUE
8.2,1.82,0.84,7.59,902.62,TRUE
6.88,1.42,2.64,6.91,466.56,TRUE
8.07,4.59,3.73,6.54,674.67,TRUE
7.92,1.26,3.16,6.8,1190.48,TRUE
6.83,3.75,3.45,7.71,1151.01,TRUE
7.12,1.66,2.43,6.67,290.03,TRUE
8.45,1.61,0.58,7.47,769.39,TRUE
6.65,3.1,1.23,7.49,1143.49,TRUE
6.79,4.03,2.56,6.69,230.24,TRUE
8.3,2.47,3.12,6.91,1093.36,TRUE
7.04,2.76,3.56,7.02,755.37,TRUE
6.53,4.82,2.81,7.03,934.1,TRUE
7.78,2.67,0.9,6.94,1043.75,TRUE
6.81,2.87,1.65,7.58,948.39,TRUE
6.54,3.27,3.48,6.82,747.31,TRUE
7.58,3.61,1.55,7.74,984.77,TRUE
7.81,1.07,1.08,7.5,268.22,TRUE
6.93,3.59,3.69,7.77,776.97,TRUE
8.19,4.25,0.97,6.63,681.96,TRUE
7.2,2.96,2.14,7.99,1018.83,TRUE
7.79,4.05,3.55,7.58,209.77,TRUE
7.71,1.44,3.1,6.53,12.19,TRUE
7.57,2.75,3.72,7.47,114.62,TRUE
7.69,1.05,0.65,7.84,1023.49,TRUE
7.82,4.04,3.75,7.7,153.96,TRUE
8.17,1.93,3.52,6.71,191.03,TRUE
6.56,2.05,2.35,7.68,28.69,TRUE
7.06,3.66,2.98,7.38,1078.99,TRUE
7.29,1.59,3.91,7.08,624.05,TRUE
6.72,1.41,0.93,7.18,140.58,TRUE
6.7,1.2,2.9,6.83,488.4,TRUE
7.54,1.66,1.0,7.35,961.51,TRUE
7.35,2.03,3.36,7.47,123.35,TRUE
8.31,4.15,2.13,6.72,589.91,TRUE
7.05,3.67,1.67,6.57,819.78,TRUE
8.05,1.31,1.61,7.01,9.7,TRUE
6.67,1.07,1.03,7.17,60.57,TRUE
6.94,4.69,2.73,6.78,1091.12,TRUE
7.7,3.72,2.28,7.94,96.68,TRUE
7.76,3.12,2.94,7.88,493.4,TRUE
7.17,2.73,3.2,7.35,666.29,TRUE
7.87,4.38,1.47,7.5,593.27,TRUE
8.09,4.03,0.56,6.74,60.35,TRUE
6.86,2.34,1.03,7.03,129.04,TRUE
6.82,2.38,3.13,6.61,1195.87,TRUE
7.41,2.24,0.83,7.78,228.63,TRUE
7.92,4.48,1.77,7.49,830.89,TRUE
7.64,2.39,1.31,7.37,1063.28,TRUE
7.94,2.48,3.16,7.68,586.01,TRUE
7.49,4.36,0.64,7.13,974.82,TRUE
8.46,1.63,3.75,6.57,674.45,TRUE
7.07,1.02,0.83,7.82,2.07,TRUE
7.38,3.12,1.14,6.52,1152.48,TRUE
8.37,2.94,3.44,6.61,61.12,TRUE
8.1,1.16,0.89,6.77,1063.94,TRUE
8.24,4.97,3.58,7.57,549.01,TRUE
7.23,3.69,1.01,6.59,378.57,TRUE
7.13,3.13,2.11,6.82,875.82,TRUE
6.59,3.07,1.91,7.31,194.08,TRUE
8.39,2.98,3.19,7.18,1068.01,TRUE
6.78,3.93,0.21,7.59,557.19,TRUE
8.27,1.47,3.29,7.87,154.85,TRUE
7.86,4.39,3.73,7.72,177.4,TRUE
7.15,1.3,2.75,6.99,93.77,TRUE
7.93,4.32,1.23,7.12,1055.27,TRUE
7.48,4.26,0.45,7.89,868.09,TRUE
8.15,2.23,1.79,7.67,161.52,TRUE
7.64,2.09,1.17,7.74,374.59,TRUE
6.58,4.49,1.77,7.72,542.74,TRUE
8.22,1.69,0.33,6.8,554.03,TRUE
8.03,3.48,1.82,7.63,245.67,TRUE
8.06,1.45,2.68,6.89,878.69,TRUE
7.47,2.08,2.52,7.66,1063.69,TRUE
7.84,2.95,1.65,7.42,1052.66,TRUE
8.33,4.2,0.08,7.01,176.54,TRUE
7.13,2.8,2.65,6.96,182.67,TRUE
6.57,2.54,3.09,7.62,544.99,TRUE
7.32,2.96,1.6,7.09,962.23,TRUE
8.03,3.22,1.07,6.8,704.62,TRUE
8.14,4.46,2.41,6.96,1070.12,TRUE
7.03,4.04,1.96,6.64,464.46,TRUE
6.74,2.54,0.39,7.47,907.11,TRUE
7.58,2.45,0.79,7.56,825.21,TRUE
6.55,2.74,3.04,6.91,663.32,TRUE
7.85,4.42,1.46,7.55,494.23,TRUE
7.47,3.38,3.14,6.85,493.55,TRUE
7.3,4.42,2.09,7.39,906.39,TRUE
8.15,3.95,1.06,6.99,62.28,TRUE
7.81,3.1,0.92,7.39,649.88,TRUE
7.43,3.17,3.49,7.44,1057.26,TRUE
7.29,3.64,1.86,7.37,681.66,TRUE
8.25,3.47,3.0,7.05,60.0,TRUE
7.62,4.15,1.07,6.92,1185.24,TRUE
7.32,3.9,3.1,7.19,261.22,TRUE
7.52,1.87,2.36,7.99,1178.61,TRUE
8.06,1.02,1.87,7.3,896.21,TRUE
7.04,2.75,3.36,7.43,1080.62,TRUE
8.11,3.25,2.37,7.52,66.77,TRUE
